symbol,assets,open,high,low,ltp,chn,per,qty,trdval,nav,wkhi,wklo,prevclose,stockindcloseprice,perchange365d,perchange30d,date365dago,date30dago,xdt,cact,ypc,mpc,nearwkh,nearwkl,charttodaypath,chart30dpath,chart365dpath,series,meta,date
AXISNIFTY,Nifty 50,288.89,288.89,285.89,286.27,-0.92,-0.32,6117,1751541.78,287.0398,296.36,236.8,287.19,0,10.53,-0.53,27-Dec-2024,27-Nov-2025,23-JUL-20, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 10/- PER SHARE,10.815623427399064,-0.3793151447661581,3.4046430017546334,-20.891047297297284,https://nsearchives.nseindia.com/today/AXISNIFTYEQN.svg,https://nsearchives.nseindia.com/30d/AXISNIFTY-EQ.svg,https://nsearchives.nseindia.com/365d/AXISNIFTY-EQ.svg,EQ,"{'symbol': 'AXISNIFTY', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01W98', 'slb_isin': 'INF846K01W98', 'listingDate': '2017-07-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
BSE500IETF,S&P BSE 500 index,40.57,40.57,40.19,40.21,-0.13,-0.32,109735,4421223.15,40.2625,41.51,33.0,40.34,0,6.74,-0.52,27-Dec-2024,27-Nov-2025,28-OCT-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,6.629541235746486,-0.2975452516736857,3.13177547578896,-21.84848484848485,https://nsearchives.nseindia.com/today/BSE500IETFEQN.svg,https://nsearchives.nseindia.com/30d/BSE500IETF-EQ.svg,https://nsearchives.nseindia.com/365d/BSE500IETF-EQ.svg,EQ,"{'symbol': 'BSE500IETF', 'companyName': 'ICICI Prudential BSE 500 ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1V59', 'slb_isin': 'INF109KC1V59', 'listingDate': '2018-05-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
AXISCETF,NIFTY India Consumption Index,128.13,128.13,125.37,125.82,-0.42,-0.33,1604,201943.6,125.965,131.85,101.0,126.24,0,8.09,-1.36,27-Dec-2024,27-Nov-2025,-,-,8.822003113648147,-1.910033523037356,4.573378839590445,-24.57425742574257,https://nsearchives.nseindia.com/today/AXISCETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISCETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISCETF-EQ.svg,EQ,"{'symbol': 'AXISCETF', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY India Consumption ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K016C7', 'slb_isin': 'INF846K016C7', 'listingDate': '2021-09-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
SNXT50BETA,BSE Sensex Next 50,93.25,93.9,92.8,92.86,-0.31,-0.33,1732,161214.56,92.9916,102.25,66.72,93.17,0,0.0,0.0,,,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,inf,inf,9.183374083129584,-39.17865707434053,https://nsearchives.nseindia.com/today/SNXT50BETAEQN.svg,,,EQ,"{'symbol': 'SNXT50BETA', 'companyName': 'UTI BSE Sensex Next 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUU3', 'slb_isin': 'INF789F1AUU3', 'listingDate': '2019-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
HEALTHIETF,Nifty Healthcare Index,151.11,151.56,150.07,150.59,-0.52,-0.34,54817,8249958.5,150.8135,157.7,128.14,151.11,0,0.69,-1.67,27-Dec-2024,27-Nov-2025,-,-,1.5167857624376433,-1.4914633348596853,4.508560558021551,-17.519900109255516,https://nsearchives.nseindia.com/today/HEALTHIETFEQN.svg,https://nsearchives.nseindia.com/30d/HEALTHIETF-EQ.svg,https://nsearchives.nseindia.com/365d/HEALTHIETF-EQ.svg,EQ,"{'symbol': 'HEALTHIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Q72', 'slb_isin': 'INF109KC1Q72', 'listingDate': '2021-05-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NIF100IETF,Nifty 100,29.83,29.88,29.5,29.61,-0.1,-0.34,145362,4309983.3,29.6374,30.52,23.85,29.71,0,8.75,-0.44,27-Dec-2024,27-Nov-2025,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,9.181415929203531,-0.2022244691607761,2.981651376146789,-24.150943396226403,https://nsearchives.nseindia.com/today/NIF100IETFEQN.svg,https://nsearchives.nseindia.com/30d/NIF100IETF-EQ.svg,https://nsearchives.nseindia.com/365d/NIF100IETF-EQ.svg,EQ,"{'symbol': 'NIF100IETF', 'companyName': 'ICICI Prudential Nifty 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16V9', 'slb_isin': 'INF109KC16V9', 'listingDate': '2013-08-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
MAKEINDIA,Nifty India Manufacturing Total Return Index,157.49,157.49,154.4,154.68,-0.52,-0.34,10317,1598000.13,154.994,160.24,119.5,155.2,0,10.08,-0.23,27-Dec-2024,27-Nov-2025,-,-,10.612128146453092,-0.3543129549700335,3.4697953070394423,-29.43933054393306,https://nsearchives.nseindia.com/today/MAKEINDIAEQN.svg,https://nsearchives.nseindia.com/30d/MAKEINDIA-EQ.svg,https://nsearchives.nseindia.com/365d/MAKEINDIA-EQ.svg,EQ,"{'symbol': 'MAKEINDIA', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty India Manufacturing ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01IB1', 'slb_isin': 'INF769K01IB1', 'listingDate': '2022-02-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,269.9,269.9,265.82,266.44,-0.91,-0.34,1847,491579.05,266.9665,272.72,220.5,267.35,0,10.83,-0.52,27-Dec-2024,27-Nov-2025,-,-,10.99354301187252,-0.5152714509745334,2.302728072748617,-20.834467120181404,https://nsearchives.nseindia.com/today/NIFTYBETFEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBETF-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBETF-EQ.svg,EQ,"{'symbol': 'NIFTYBETF', 'companyName': 'Bajaj Finserv Mutual Fund - Bajaj Finserv Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0QA701722', 'slb_isin': 'INF0QA701722', 'listingDate': '2024-01-29', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
TNIDETF,Nifty India Digital Index,101.71,101.84,99.23,99.86,-0.35,-0.35,38193,3808605.96,100.0107,103.26,76.95,100.21,0,-0.12,1.57,27-Dec-2024,27-Nov-2025,-,-,-0.3890274314214469,1.7733387688544586,3.2926593066046927,-29.772579597141,https://nsearchives.nseindia.com/today/TNIDETFEQN.svg,https://nsearchives.nseindia.com/30d/TNIDETF-EQ.svg,https://nsearchives.nseindia.com/365d/TNIDETF-EQ.svg,EQ,"{'symbol': 'TNIDETF', 'companyName': 'Tata Mutual Fund - Tata Nifty India Digital Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1364', 'slb_isin': 'INF277KA1364', 'listingDate': '2022-04-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NIFTYIETF,Nifty 50,294.0,294.0,292.71,293.01,-1.02,-0.35,338029,99096581.64,293.9214,328.24,234.97,294.03,0,10.57,-0.66,27-Dec-2024,27-Nov-2025,-,-,10.858461654874954,-0.5363386401439235,10.73300024372411,-24.70102566285057,https://nsearchives.nseindia.com/today/NIFTYIETFEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYIETF-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYIETF-EQ.svg,EQ,"{'symbol': 'NIFTYIETF', 'companyName': 'ICICI Prudential Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109K012R6', 'slb_isin': 'INF109K012R6', 'listingDate': '2013-03-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
EVINDIA,Nifty EV and New Age Automotive Total Return Index,31.65,31.67,31.3,31.39,-0.11,-0.35,165203,5192330.29,31.5174,32.3,23.83,31.5,0,4.57,0.06,27-Dec-2024,27-Nov-2025,-,-,5.229634596044258,0.2875399361022359,2.8173374613002995,-31.72471674360052,https://nsearchives.nseindia.com/today/EVINDIAEQN.svg,https://nsearchives.nseindia.com/30d/EVINDIA-EQ.svg,https://nsearchives.nseindia.com/365d/EVINDIA-EQ.svg,EQ,"{'symbol': 'EVINDIA', 'companyName': 'Mirae Asset MF - Mirae Asset Nifty EV and New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LQ3', 'slb_isin': 'INF769K01LQ3', 'listingDate': '2024-07-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NIFTYBETA,Nifty 50,287.89,287.89,286.4,286.87,-1.02,-0.35,177772,51025897.16,287.5344,297.48,235.0,287.89,0,0.0,0.0,,,25-SEP-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,inf,inf,3.566626327820362,-22.07234042553192,https://nsearchives.nseindia.com/today/NIFTYBETAEQN.svg,,,EQ,"{'symbol': 'NIFTYBETA', 'companyName': 'UTI Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZC0', 'slb_isin': 'INF789F1AZC0', 'listingDate': '2015-09-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
ESENSEX,BSE Sensex TRI,86.9,86.9,85.1,85.1,-0.3,-0.35,474,40470.12,85.3399,88.05,83.62,85.4,0,0.0,-2.81,,27-Nov-2025,-,-,inf,inf,3.350369108461105,-1.7699115044247664,https://nsearchives.nseindia.com/today/ESENSEXEQN.svg,https://nsearchives.nseindia.com/30d/ESENSEX-EQ.svg,,EQ,"{'symbol': 'ESENSEX', 'companyName': 'Edelweiss Mutual Fund - Edelweiss BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01VY8', 'listingDate': '2025-11-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NIFTYBEES,Nifty 50,296.99,296.99,294.2,294.45,-1.05,-0.36,3502261,1031626000.16,295.4338,302.25,231.3,295.5,0,10.54,-0.66,27-Dec-2024,27-Nov-2025,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,10.832988293747873,-0.5270092226613974,2.5806451612903265,-27.302204928664064,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ,"{'symbol': 'NIFTYBEES', 'companyName': 'Nippon India ETF Nifty 50 BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB14I2', 'slb_isin': 'INF204KB14I2', 'listingDate': '2002-01-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
QNIFTY,Nifty 50,2854.0,2862.0,2840.0,2848.0,-10.3,-0.36,588,1673771.4,2855.7439,2880.0,2364.0,2858.3,0,10.69,-0.62,27-Dec-2024,27-Nov-2025,08-MAR-18, DIVIDEND - RS 80 PER UNIT (PURPOSE REVISED),10.947494721423618,-0.5253157482955167,1.1111111111111112,-20.47377326565144,https://nsearchives.nseindia.com/today/QNIFTYEQN.svg,https://nsearchives.nseindia.com/30d/QNIFTY-EQ.svg,https://nsearchives.nseindia.com/365d/QNIFTY-EQ.svg,EQ,"{'symbol': 'QNIFTY', 'companyName': 'Quantum Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF082J01028', 'slb_isin': 'INF082J01028', 'listingDate': '2008-07-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NIFTYADD,Nifty 50 Index,273.08,273.39,272.08,272.11,-0.97,-0.36,4203,1145107.35,273.2143,300.0,225.66,273.08,0,0.0,0.0,,,-,-,inf,inf,9.296666666666662,-20.58406452184704,https://nsearchives.nseindia.com/today/NIFTYADDEQN.svg,,,EQ,"{'symbol': 'NIFTYADD', 'companyName': 'DSP  Mutual Fund - DSP Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1CL0', 'slb_isin': 'INF740KA1CL0', 'listingDate': '2021-12-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
MSCIADD,MSCI India Index,30.78,30.79,30.67,30.67,-0.11,-0.36,432,13279.68,30.7109,33.82,30.09,30.78,0,0.0,0.0,,,-,-,inf,inf,9.314015375517442,-1.9275506812894712,https://nsearchives.nseindia.com/today/MSCIADDEQN.svg,,,EQ,"{'symbol': 'MSCIADD', 'companyName': 'DSP Mutual Fund - DSP MSCI India ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1WV7', 'listingDate': '2025-12-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
BANKNIFTY1,Nifty Bank,610.76,611.34,608.7,608.93,-2.23,-0.36,117565,71584152.85,612.168,651.6,490.15,611.16,0,15.27,-1.32,27-Dec-2024,27-Nov-2025,-,-,15.39102916374522,-1.144517679145438,6.548496009821988,-24.2333979394063,https://nsearchives.nseindia.com/today/BANKNIFTY1EQN.svg,https://nsearchives.nseindia.com/30d/BANKNIFTY1-EQ.svg,https://nsearchives.nseindia.com/365d/BANKNIFTY1-EQ.svg,EQ,"{'symbol': 'BANKNIFTY1', 'companyName': 'Kotak Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174K01F59', 'slb_isin': 'INF174K01F59', 'listingDate': '2014-12-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
SENSEXADD,DSP S&P BSE Sensex ETF,87.39,87.44,87.0,87.0,-0.32,-0.37,1642,143231.66,87.4123,88.2,72.0,87.32,0,9.09,-0.65,27-Dec-2024,27-Nov-2025,-,-,8.087961237420803,-0.4804392587508598,1.360544217687078,-20.83333333333333,https://nsearchives.nseindia.com/today/SENSEXADDEQN.svg,https://nsearchives.nseindia.com/30d/SENSEXADD-EQ.svg,https://nsearchives.nseindia.com/365d/SENSEXADD-EQ.svg,EQ,"{'symbol': 'SENSEXADD', 'companyName': 'DSP BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SZ6', 'slb_isin': 'INF740KA1SZ6', 'listingDate': '2023-08-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
MOM100,Nifty Midcap 100,64.4,65.44,64.4,64.9,-0.25,-0.38,301318,19624841.34,65.0109,66.59,50.3,65.15,0,6.27,-1.41,27-Dec-2024,27-Nov-2025,-,-,6.063082202974355,-1.307785888077858,2.5379186063973536,-29.02584493041752,https://nsearchives.nseindia.com/today/MOM100EQN.svg,https://nsearchives.nseindia.com/30d/MOM100-EQ.svg,https://nsearchives.nseindia.com/365d/MOM100-EQ.svg,EQ,"{'symbol': 'MOM100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Midcap 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01023', 'slb_isin': 'INF247L01023', 'listingDate': '2011-02-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
ESG,NIFTY100 ESG SECTOR LEADERS,44.49,44.56,44.33,44.39,-0.17,-0.38,6651,295237.89,44.5049,44.97,36.0,44.56,0,10.54,-0.2,27-Dec-2024,27-Nov-2025,-,-,10.560398505603992,-0.0900292595093386,1.2897487213697982,-23.30555555555556,https://nsearchives.nseindia.com/today/ESGEQN.svg,https://nsearchives.nseindia.com/30d/ESG-EQ.svg,https://nsearchives.nseindia.com/365d/ESG-EQ.svg,EQ,"{'symbol': 'ESG', 'companyName': 'MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01GS9', 'slb_isin': 'INF769K01GS9', 'listingDate': '2020-11-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
BFSI,Nifty Financial Services Index,28.75,28.75,28.3,28.39,-0.11,-0.39,100896,2864437.44,28.4863,29.38,22.3,28.5,0,16.32,-1.87,27-Dec-2024,27-Nov-2025,-,-,16.6392769104355,-1.2178148921363878,3.3696392103471697,-27.309417040358746,https://nsearchives.nseindia.com/today/BFSIEQN.svg,https://nsearchives.nseindia.com/30d/BFSI-EQ.svg,https://nsearchives.nseindia.com/365d/BFSI-EQ.svg,EQ,"{'symbol': 'BFSI', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Financial Services ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HI8', 'slb_isin': 'INF769K01HI8', 'listingDate': '2021-08-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,83.65,84.28,83.45,83.7,-0.33,-0.39,94342,7896425.4,83.9572,87.8,55.8,84.03,0,25.85,-2.98,27-Dec-2024,27-Nov-2025,-,-,25.14952153110049,-2.990264255910985,4.669703872437351,-50.000000000000014,https://nsearchives.nseindia.com/today/PSUBNKIETFEQN.svg,https://nsearchives.nseindia.com/30d/PSUBNKIETF-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBNKIETF-EQ.svg,EQ,"{'symbol': 'PSUBNKIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC10S8', 'slb_isin': 'INF109KC10S8', 'listingDate': '2023-03-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
